,title,author,image,description
267,The Salaryman's Wife (Children of Violence Series),Sujata Massey,http://images.amazon.com/images/P/0061044431.01.MZZZZZZZ.jpg,"Japanese-American Rei Shimura is a 27-year-old English teacher living in one of Tokyo's seediest neighborhoods. She doesn't make much money, but she wouldn't go back home to California even if she had a free ticket (which, thanks to her parents, she does.) Her independence is threatened however, when a getaway to an ancient castle town is marred by murder. Rei is the first to find the beautiful wife of a high-powered businessman, dead in the snow. Taking charge, as usual, Rei searches for clues by crashing a funeral, posing as a bar-girl, and somehow ending up pursued by police and paparazzi alike. In the meantime, she manages to piece together a strange, ever-changing puzzle—one that is built on lies and held together by years of sex and deception."
268,Fourplay: A Novel,Jane Moore,http://images.amazon.com/images/P/0767913000.01.MZZZZZZZ.jpg,"Already a bestseller in the United Kingdom, ""Fourplay"" is a deliciously sexy debut hailed as a ""modern-day Jane Austen romp"" (""GQ, "" UK) that answers the question: What happens to heroines such as Bridget Jones and Jemima J after they marry their so-called Mr. Right? Copyright © Libri GmbH. All rights reserved."
269,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,http://images.amazon.com/images/P/0440204208.01.MZZZZZZZ.jpg,"Returning to her South Side alma mater for a reunion, private detective V.I. Warshawski becomes involved in the search for a former classmate's long-lost father, a quest that uncovers a web of corruption, danger, and murder"
270,Women of the Silk : A Novel,Gail Tsukiyama,http://images.amazon.com/images/P/0312099436.01.MZZZZZZZ.jpg,"Spanning the years between the world wars, this tale of a young Chinese girl forced to work in a silk factory describes the sisterhood of workers she discovers there."
271,The Witches of Eastwick,John Updike,http://images.amazon.com/images/P/0449912108.01.MZZZZZZZ.jpg,"“John Updike is the great genial sorcerer of American letters [and] The Witches of Eastwick [is one of his] most ambitious works. . . . [A] comedy of the blackest sort.”—The New York Times Book Review Toward the end of the Vietnam era, in a snug little Rhode Island seacoast town, wonderful powers have descended upon Alexandra, Jane, and Sukie, bewitching divorcées with sudden access to all that is female, fecund, and mysterious. Alexandra, a sculptor, summons thunderstorms; Jane, a cellist, floats on the air; and Sukie, the local gossip columnist, turns milk into cream. Their happy little coven takes on new, malignant life when a dark and moneyed stranger, Darryl Van Horne, refurbishes the long-derelict Lenox mansion and invites them in to play. Thenceforth scandal flits through the darkening, crooked streets of Eastwick—and through the even darker fantasies of the town’s collective psyche. “A great deal of fun to read . . . fresh, constantly entertaining . . . John Updike [is] a wizard of language and observation.”—The Philadelphia Inquirer “Vintage Updike, which is to say among the best fiction we have.”—Newsday"
272,The Sinner,TESS GERRITSEN,http://images.amazon.com/images/P/0345458915.01.MZZZZZZZ.jpg,One nun lies dead and another injured as long-buried secrets are uncovered and a terrible truth unfolds.
273,Felicia's Journey,William Trevor,http://images.amazon.com/images/P/0140253602.01.MZZZZZZZ.jpg,"""Perfectly executed and chilling... a sad and oddly moving tale of lost opportunities and misplaced hopes.""""—The New York Times “Trevor was our twentieth century Chekov.""—Wall Street Journal Felicia is unmarried, pregnant, and penniless. She steals away from a small Irish town and drifts through the industrial English Midlands, searching for the boyfriend who left her. Instead she meets up with the fat, fiftyish, unfailingly reasonable Mr. Hilditch, who is looking for a new friend to join the five other girls in his Memory Lane. But the strange, sad, terrifying tricks of chance unravel both his and Felicia's delusions in a story that will magnetize fans of Alfred Hitchcock and Ruth Rendell even as it resonates with William Trevor's own ""impeccable strength and piercing profundity"" (The Washington Post Book World)."
274,Blue Moon,Luanne Rice,http://images.amazon.com/images/P/0553568183.01.MZZZZZZZ.jpg,The moving novel of a family that discovers the everyday magic of life and the extraordinary power of love.
275,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,http://images.amazon.com/images/P/0345313151.01.MZZZZZZZ.jpg,"Like On a Pale Horse, this second, complete-in-itself novel of the Incarnations of Immortality is a richly imagined and always fascinating story. And again, Piers Anthony adds to his gripping plot a serious, though-provoking study of good and evil. When life seemed pointless to Norton, he accepted the position as the Incarnation of Time, even though it meant living backward from present to past. The other seemily all-powerful Incarnates of Immortality—Death, Fate, War, and Nature—made him welcome. Even Satan greeted him with gifts. But he soon discovered that the gifts were cunning traps. While he had been distracted, he had become enmeshed in a complex scheme of the Evil One to destroy all that was good. In the end, armed with only the Hourglass, Norton was forced to confront the immense power of Satan directly. And though Satan banished him to Hell, he was resolved to fight on."
276,A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,http://images.amazon.com/images/P/0671776975.01.MZZZZZZZ.jpg,"Story of a young man in frontier Montana, fly fishing."
277,"Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,http://images.amazon.com/images/P/1880418568.01.MZZZZZZZ.jpg,"Here is the fifth installment, ""one of the strongest entries yet in what will surely be a master storyteller's magnum opus"" (Locus)."
278,Babyville,JANE GREEN,http://images.amazon.com/images/P/0767912233.01.MZZZZZZZ.jpg,"After three runaway hits (already topping more than 450,000 Broadway copies in print), Green turns her bestselling talents to the topic of modern motherly love."
279,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,http://images.amazon.com/images/P/0425162788.01.MZZZZZZZ.jpg,"V. 1: In the turmoil following the sudden death of the Russian president, American businessman Roger Gordian finds his multinational corporation and its employees in jeopardy, and he sets out to find the terrorists responsible for the assassination."
280,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,http://images.amazon.com/images/P/055357695X.01.MZZZZZZZ.jpg,"To catch this killer, she must break every rule and cross every line. Out Of The Shadows A picture-perfect Tennessee town has just become a monster's hunting ground. Two bodies are found tortured to death. A third person goes missing. What little evidence is left behind defies all explanation. Is the terror just beginning? Or have the good citizens of Gladstone harbored a dark secret for a long time? Sheriff Miranda Knight is determined to make her small town safe once more. And she does what she swore she would never do: involve FBI profiler Noah Bishop. He's the one man who knows about her unique abilities, and that knowledge almost destroyed her and her sister years ago. Now, as Bishop arrives with his team of agents, Miranda must learn to trust him and use her abilities once more. For they're about to go on the hunt for a killer whose madness has no bounds, a killer who knows exactly how to destroy Miranda: by preying on her sister."
281,Black Lightning,John Saul,http://images.amazon.com/images/P/0449225046.01.MZZZZZZZ.jpg,"John Saul knows how to make the blood run cold and the heart race wild with fear. Now the author of the New York Times bestsellers Creature and The Homing delivers a chilling novel of a convicted serial killer sentenced to death—and hell-bent on revenge. For five years Seattle journalist Anne Jeffers has pursued the horrifying story of a sadistic serial killer’s bloody reign, capture, trial, and appeal—crusading to keep the wheels of justice churning toward the electric chair. Now the day of execution has come. A convicted killer will meet his end. Anne believes her long nightmare is over. But she’s dead wrong. . . . Within days, a similar murder stuns the city. As the butcher stalks his next victims, creeping ever closer to her, Anne is seized by an icy unease, a haunting sense of connection to these unspeakable crimes. And, relentlessly, she hears the eerie echo of the dead man’s last words to her: “Today won’t end it. How will you feel, Anne? When I’m dead, and it all starts again, how will you feel?” In Black Lightning, John Saul strikes with a novel as electrifying as a jagged bolt from a pitch-dark sky, proving once again his inimitable genius for suspense. Praise for Black Lightning “His most effective thriller to date . . . [a] compelling read.”—The Seattle Times “Electrifyingly scary.”—San Jose Mercury News “One of Saul’s best.”—Publishers Weekly"
